DATA,CO_ID,CL_ID,CL_GENERO,CL_EC,CL_FHL,CL_SEG,PR_ID,PR_CAT,PR_NOME
2022-01-21,746809,412,M,2,0,B,197,HIGIENE,ENXAGUANTE BUCAL
2022-01-21,746904,315,F,3,0,B,154,HIGIENE,PRESERVATIVO
2022-01-21,746938,127,F,4,2,C,75,HIGIENE,ESCOVA DE DENTE
2022-01-21,746981,899,F,4,0,C,206,ALIMENTOS,CORACAO DE FRANGO
2022-01-21,747049,38,M,3,0,B,152,ALIMENTOS,PRESUNTO COZIDO
2022-01-21,747090,142,F,1,0,B,130,ALIMENTOS,SALGADINHOS DE MILHO
2022-01-21,747148,238,M,2,1,B,194,ALIMENTOS,FILE DE PEIXE
2022-01-21,747217,760,F,2,0,A,39,ALIMENTOS,LIMAO
2022-01-21,747237,91,M,3,0,B,74,HIGIENE,ENXAGUANTE BUCAL
2022-01-21,747323,433,M,3,3,B,62,ALIMENTOS,SNACKS
2022-01-21,747363,16,M,1,4,C,158,HIGIENE,PAPEL HIGIENICO
2022-01-21,747410,998,F,2,0,C,92,HIGIENE,TINTURAS
2022-01-21,747450,482,M,4,2,B,149,ALIMENTOS,QUEIJO MUSSARELA
2022-01-21,747463,77,F,4,1,B,159,ALIMENTOS,PAO DE FORMA
2022-01-21,747560,134,F,3,0,B,89,HIGIENE,SABONETE
2022-01-21,747574,710,F,3,1,C,112,LIMPEZA,TIRA LIMO
2022-01-21,747629,351,F,2,2,B,184,ALIMENTOS,IOGURTE
2022-01-21,747695,49,M,2,0,C,196,HIGIENE,ESCOVA DE DENTE
2022-01-21,747746,400,F,4,1,C,91,HIGIENE,TALCO
2022-01-21,747800,317,M,3,0,B,135,LIMPEZA,RODO
2022-01-21,747813,320,M,3,4,B,216,ALIMENTOS,BROCOLIS
2022-01-21,747892,232,M,3,1,B,76,HIGIENE,FIO DENTAL
2022-01-21,747988,438,F,1,0,B,167,ALIMENTOS,MANGA
2022-01-21,748009,219,M,2,0,B,58,ALIMENTOS,RICOTA
2022-01-21,748103,80,F,2,1,C,29,ALIMENTOS,FEIJAO
2022-01-21,748117,268,M,4,0,B,190,HIGIENE,GEL
2022-01-21,748168,322,M,2,0,B,209,ALIMENTOS,COGUMELOS
2022-01-21,748228,685,F,4,0,B,139,LIMPEZA,REMOVEDOR
2022-01-21,748244,23,M,3,0,B,12,ALIMENTOS,AZEITONA
2022-01-21,748341,435,F,2,0,C,69,BEBIDAS,REFRIGERANTE LIMaO
2022-01-21,748369,238,M,2,1,B,144,BEBIDAS,REFRIGERANTE COLA
2022-01-21,748454,677,M,4,0,B,190,HIGIENE,GEL
2022-01-21,748471,973,F,4,0,B,47,ALIMENTOS,MORTADELA
2022-01-21,748504,182,F,1,4,B,65,BEBIDAS,ENERGETICO
2022-01-21,748547,269,F,3,3,B,228,LIMPEZA,AMACIANTE
2022-01-21,748594,298,F,4,0,C,108,LIMPEZA,REMOVEDOR
2022-01-21,748600,963,M,3,0,B,62,ALIMENTOS,SNACKS
2022-01-21,748693,611,M,4,0,B,148,PET,RACAO SECA PARA CAES
2022-01-21,748785,509,F,2,3,C,201,LIMPEZA,DESINFETANTE
2022-01-21,748852,88,F,1,0,B,80,HIGIENE,HASTES FLEXIVEIS
2022-01-21,748912,896,M,3,0,B,98,LIMPEZA,DESENGORDURANTE
2022-01-21,748954,401,M,1,4,C,218,ALIMENTOS,BIFE DE COXAO MOLE
2022-01-21,749044,3,F,4,0,B,49,ALIMENTOS,PALMITO
2022-01-21,749129,953,M,1,1,B,86,HIGIENE,PRESERVATIVO
2022-01-21,749156,840,F,3,3,C,211,ALIMENTOS,CHA
2022-01-21,749226,218,M,4,0,B,4,ALIMENTOS,ABACAXI
2022-01-22,749309,88,F,1,0,B,3,ALIMENTOS,ABACATE
2022-01-22,749400,785,M,1,4,C,194,ALIMENTOS,FILE DE PEIXE
2022-01-22,749468,302,F,4,3,C,217,ALIMENTOS,BISCOITO
2022-01-22,749548,391,F,2,0,A,204,HIGIENE,CREME
2022-01-22,749631,328,M,2,0,B,109,LIMPEZA,RODO
2022-01-22,749690,792,F,2,0,B,204,HIGIENE,CREME
2022-01-22,749758,125,M,3,0,B,20,ALIMENTOS,CEBOLA
2022-01-22,749829,639,M,2,0,C,24,ALIMENTOS,COPA SUINA
2022-01-22,749903,106,M,1,0,B,58,ALIMENTOS,RICOTA
2022-01-22,749974,760,F,2,0,A,222,LIMPEZA,BALDE
2022-01-22,750020,10,M,1,0,B,135,LIMPEZA,RODO
2022-01-22,750053,346,F,2,4,C,86,HIGIENE,PRESERVATIVO
2022-01-22,750074,904,M,1,2,B,77,HIGIENE,FIXADOR
2022-01-22,750125,409,F,3,4,B,222,LIMPEZA,BALDE
2022-01-22,750212,63,F,3,0,B,142,BEBIDAS,REFRIGERANTE LARANJA
2022-01-22,750252,577,M,4,0,C,7,ALIMENTOS,ALMONDEGA
2022-01-22,750341,554,F,3,0,A,165,ALIMENTOS,MOLHO BARBECUE
2022-01-22,750382,519,M,2,4,B,193,HIGIENE,FIO DENTAL
2022-01-22,750420,700,F,4,2,C,97,LIMPEZA,CERA
2022-01-22,750506,21,M,3,0,B,203,ALIMENTOS,DANETTE
2022-01-22,750527,253,F,4,1,B,104,LIMPEZA,LIMPADOR PERFUMADO
2022-01-22,750545,751,F,2,0,B,197,HIGIENE,ENXAGUANTE BUCAL
2022-01-22,750593,306,F,3,0,B,165,ALIMENTOS,MOLHO BARBECUE
2022-01-22,750665,898,F,4,0,C,183,ALIMENTOS,KETCHUP
2022-01-22,750706,300,F,1,3,C,95,LIMPEZA,AMACIANTE
2022-01-22,750800,785,M,1,4,C,82,HIGIENE,LENCO UMEDECIDO
2022-01-22,750845,325,M,1,3,B,19,ALIMENTOS,CAFE
2022-01-22,750916,858,F,4,2,C,196,HIGIENE,ESCOVA DE DENTE
2022-01-22,750926,513,F,4,3,B,102,LIMPEZA,LIMPA VIDROS
2022-01-22,750984,731,M,3,4,B,42,ALIMENTOS,MACARRAO INSTANTANEO
2022-01-22,751037,187,M,2,1,B,32,ALIMENTOS,HAMBUGUER
2022-01-22,751050,710,F,3,1,C,212,LIMPEZA,CERA
2022-01-22,751080,736,M,1,0,C,9,ALIMENTOS,ARROZ INTEGRAL
2022-01-22,751119,920,F,5,3,B,187,HIGIENE,HASTES FLEXIVEIS
2022-01-22,751210,135,M,3,0,B,228,LIMPEZA,AMACIANTE
2022-01-22,751279,431,F,4,3,B,9,ALIMENTOS,ARROZ INTEGRAL
2022-01-22,751358,476,M,3,0,C,57,ALIMENTOS,REQUEIJAO
2022-01-22,751424,717,F,3,0,B,224,ALIMENTOS,AZEITE
2022-01-22,751456,728,M,2,0,A,45,ALIMENTOS,MANGA
2022-01-22,751529,587,M,1,0,B,20,ALIMENTOS,CEBOLA
2022-01-22,751594,604,M,4,0,B,125,HIGIENE,TINTURAS
2022-01-22,751626,971,F,1,2,A,54,ALIMENTOS,PRESUNTO COZIDO
2022-01-22,751666,326,F,1,0,B,195,ALIMENTOS,FEIJAO
2022-01-22,751745,175,M,1,0,B,12,ALIMENTOS,AZEITONA
2022-01-22,751750,194,F,4,0,B,91,HIGIENE,TALCO
2022-01-22,751810,427,M,3,0,B,180,ALIMENTOS,LEITE
2022-01-22,751840,244,M,4,0,B,87,HIGIENE,PROTETOR SOLAR
2022-01-22,751895,211,M,2,1,B,110,LIMPEZA,SABAO
2022-01-22,751943,968,F,1,0,B,148,PET,RACAO SECA PARA CAES
2022-01-22,752036,459,F,3,2,B,155,ALIMENTOS,PATE
2022-01-22,752042,848,F,5,3,A,29,ALIMENTOS,FEIJAO
2022-01-22,752069,310,M,4,3,C,107,#N/D,#N/D
2022-01-22,752092,752,M,3,0,C,77,HIGIENE,FIXADOR
2022-01-22,752121,997,M,5,2,C,144,BEBIDAS,REFRIGERANTE COLA
2022-01-22,752157,38,M,3,0,B,56,ALIMENTOS,QUEIJO MUSSARELA
2022-01-22,752159,816,M,4,0,C,201,LIMPEZA,DESINFETANTE
2022-01-22,752240,105,F,4,0,C,75,HIGIENE,ESCOVA DE DENTE
2022-01-22,752287,614,F,4,1,B,30,ALIMENTOS,FILE DE PEIXE
2022-01-22,752294,660,F,3,0,C,84,HIGIENE,PAPEL HIGIENICO
2022-01-22,752386,424,M,1,4,B,81,HIGIENE,HIDRATANTE
2022-01-22,752450,104,F,3,2,B,148,PET,RACAO SECA PARA CAES
2022-01-22,752483,914,M,2,4,B,41,ALIMENTOS,MACARRAO
2022-01-22,752534,589,F,3,2,C,132,HIGIENE,SABONETE
2022-01-22,752621,133,F,2,0,B,221,ALIMENTOS,BANANA
2022-01-22,752707,181,F,2,2,B,108,LIMPEZA,REMOVEDOR
2022-01-22,752785,360,M,4,0,B,182,ALIMENTOS,LATA DE ERVILHA
2022-01-22,752814,59,M,2,0,A,107,#N/D,#N/D
2022-01-22,752851,951,M,2,0,B,162,LIMPEZA,ODORIZADOR
2022-01-22,752913,856,F,5,1,B,161,ALIMENTOS,OVOS
2022-01-22,752972,455,F,2,0,C,163,ALIMENTOS,MORTADELA
2022-01-22,753019,167,M,1,1,A,32,ALIMENTOS,HAMBUGUER
2022-01-22,753061,679,F,3,3,B,175,LIMPEZA,LIMPADOR MULTIUSO
2022-01-22,753080,617,F,4,3,C,218,ALIMENTOS,BIFE DE COXAO MOLE
2022-01-22,753082,807,M,1,3,B,146,PET,RACAO UMIDA PARA CAES
2022-01-22,753179,459,F,3,2,B,203,ALIMENTOS,DANETTE
2022-01-22,753240,937,M,3,4,C,107,#N/D,#N/D
2022-01-22,753294,592,F,2,0,C,228,LIMPEZA,AMACIANTE
2022-01-22,753374,735,F,4,0,B,163,ALIMENTOS,MORTADELA
2022-01-22,753414,511,F,1,0,B,193,HIGIENE,FIO DENTAL
2022-01-22,753432,205,M,2,4,B,160,ALIMENTOS,PALMITO
2022-01-22,753507,241,M,4,1,B,137,ALIMENTOS,REQUEIJAO
2022-01-22,753561,113,F,3,0,B,75,HIGIENE,ESCOVA DE DENTE
2022-01-22,753606,280,M,4,3,B,82,HIGIENE,LENCO UMEDECIDO
2022-01-22,753643,500,M,3,2,C,214,ALIMENTOS,CEBOLA
2022-01-22,753658,269,F,3,3,B,125,HIGIENE,TINTURAS
2022-01-22,753675,236,M,2,2,C,200,LIMPEZA,DETERGENTE
2022-01-22,753689,721,M,3,2,C,41,ALIMENTOS,MACARRAO
2022-01-22,753736,693,F,4,0,B,120,LIMPEZA,VASSOURA
2022-01-22,753763,117,M,2,3,B,14,ALIMENTOS,BATATA
2022-01-22,753769,120,F,4,3,A,46,ALIMENTOS,MOLHO BARBECUE
2022-01-22,753789,87,M,3,2,A,155,ALIMENTOS,PATE
2022-01-22,753855,877,M,2,0,C,129,ALIMENTOS,SARDINHA
2022-01-22,753873,267,F,4,2,B,73,HIGIENE,CREME
2022-01-22,753885,11,F,4,0,A,129,ALIMENTOS,SARDINHA
2022-01-22,753965,19,F,2,2,C,124,LIMPEZA,TIRA LIMO
2022-01-22,753967,678,F,3,0,C,159,ALIMENTOS,PAO DE FORMA
2022-01-29,754028,114,F,3,3,B,48,ALIMENTOS,OVOS
2022-01-29,754060,555,M,4,3,A,38,ALIMENTOS,LEITE CONDENSADO
2022-01-29,754082,608,F,3,0,C,220,ALIMENTOS,BATATA
2022-01-29,754179,711,M,4,2,B,158,HIGIENE,PAPEL HIGIENICO
2022-01-29,754190,833,F,1,4,B,84,HIGIENE,PAPEL HIGIENICO
2022-01-29,754193,845,F,3,3,C,156,HIGIENE,PASTA DE DENTE
2022-01-29,754248,492,F,2,1,C,212,LIMPEZA,CERA
2022-01-29,754323,333,F,2,0,C,170,ALIMENTOS,MACARRAO INSTANTANEO
2022-01-29,754403,958,M,2,3,B,167,ALIMENTOS,MANGA
2022-01-29,754424,197,F,2,0,B,69,BEBIDAS,REFRIGERANTE LIMaO
2022-01-29,754428,90,F,2,2,B,153,ALIMENTOS,PRESUNTO COZIDO
2022-01-29,754453,611,M,4,0,B,94,LIMPEZA,ALCOOL
2022-01-29,754513,781,M,4,0,B,229,ALIMENTOS,ALMONDEGA
2022-01-29,754590,191,M,3,0,B,190,HIGIENE,GEL
2022-01-29,754622,254,F,5,2,B,145,PET,RACAO UMIDA PARA GATOS
2022-01-29,754687,238,M,2,1,B,128,HIGIENE,SHAMPOO
2022-01-29,754749,475,F,4,3,B,144,BEBIDAS,REFRIGERANTE COLA
2022-01-29,754789,546,F,4,0,B,136,ALIMENTOS,RICOTA
2022-01-29,754841,77,F,4,1,B,210,ACESSORIOS,CHUPETA
2022-01-29,754882,642,M,2,3,B,74,HIGIENE,ENXAGUANTE BUCAL
2022-01-29,754937,992,F,2,0,B,111,LIMPEZA,SABAO EM PO
2022-01-29,755012,495,F,2,3,A,168,ALIMENTOS,MAMAO PAPAYA
2022-01-29,755069,169,F,1,1,B,76,HIGIENE,FIO DENTAL
2022-01-29,755142,946,M,3,0,B,209,ALIMENTOS,COGUMELOS
2022-01-29,755201,2,M,3,0,B,165,ALIMENTOS,MOLHO BARBECUE
2022-01-29,755266,1000,F,4,1,B,74,HIGIENE,ENXAGUANTE BUCAL
2022-01-29,755331,74,M,3,0,C,178,HIGIENE,LENCO UMEDECIDO
2022-01-29,755364,724,M,1,0,B,109,LIMPEZA,RODO
2022-01-29,755419,192,F,4,0,B,227,ALIMENTOS,ARROZ
2022-01-29,755428,83,M,1,4,B,175,LIMPEZA,LIMPADOR MULTIUSO
2022-01-29,755448,67,M,1,0,B,5,ALIMENTOS,ACHOCOLATADO
2022-01-29,755535,265,M,2,3,B,141,BEBIDAS,REFRIGERANTE LIMaO
2022-01-29,755597,457,M,3,0,C,123,LIMPEZA,TIRA MANCHA
2022-01-29,755654,312,M,1,0,A,98,LIMPEZA,DESENGORDURANTE
2022-01-29,755724,137,F,4,1,B,34,ALIMENTOS,KETCHUP
2022-01-29,755821,1000,F,4,1,B,58,ALIMENTOS,RICOTA
2022-01-31,755872,960,F,4,2,B,178,HIGIENE,LENCO UMEDECIDO
2022-01-31,755968,608,F,3,0,C,46,ALIMENTOS,MOLHO BARBECUE
2022-01-31,756062,727,M,4,2,C,203,ALIMENTOS,DANETTE
2022-01-31,756114,274,M,1,1,B,126,HIGIENE,TALCO
2022-01-31,756192,429,M,4,0,C,117,PET,RACAO SECA PARA GATOS
2022-01-31,756208,287,F,1,0,B,61,ALIMENTOS,SARDINHA
2022-01-31,756240,298,F,4,0,C,23,ALIMENTOS,COGUMELOS
2022-01-31,756283,540,F,2,0,C,97,LIMPEZA,CERA
2022-01-31,756313,2,M,3,0,B,121,ALIMENTOS,UVA
2022-01-31,756323,3,F,4,0,B,30,ALIMENTOS,FILE DE PEIXE
2022-01-31,756324,663,F,4,0,B,204,HIGIENE,CREME
2022-01-31,756398,915,F,3,0,B,158,HIGIENE,PAPEL HIGIENICO
2022-01-31,756400,488,M,3,2,B,132,HIGIENE,SABONETE
2022-01-31,756480,191,M,3,0,B,130,ALIMENTOS,SALGADINHOS DE MILHO
2022-01-31,756546,153,M,4,1,B,146,PET,RACAO UMIDA PARA CAES
2022-01-31,756611,106,M,1,0,B,76,HIGIENE,FIO DENTAL
2022-01-31,756628,855,M,4,1,C,196,HIGIENE,ESCOVA DE DENTE
2022-01-31,756668,802,M,1,1,B,80,HIGIENE,HASTES FLEXIVEIS
2022-01-31,756694,901,F,4,1,B,85,HIGIENE,PASTA DE DENTE
2022-01-31,756760,308,M,4,0,B,193,HIGIENE,FIO DENTAL
2022-01-31,756807,203,F,3,0,A,104,LIMPEZA,LIMPADOR PERFUMADO
2022-01-31,756832,130,F,1,0,B,25,ALIMENTOS,CORACAO DE FRANGO
2022-01-31,756912,902,F,2,1,B,143,BEBIDAS,REFRIGERANTE GUARANA
2022-01-31,756925,983,F,4,0,C,139,LIMPEZA,REMOVEDOR
2022-01-31,756994,496,F,2,0,B,89,HIGIENE,SABONETE
2022-01-31,757025,764,F,3,1,B,189,ALIMENTOS,GRANOLA
2022-01-31,757044,698,F,2,0,B,64,ALIMENTOS,UVA
2022-01-31,757074,516,M,1,0,C,176,LIMPEZA,LIMPA VIDROS
2022-01-31,757080,986,M,4,0,B,123,LIMPEZA,TIRA MANCHA
2022-01-31,757129,988,F,2,0,C,13,ALIMENTOS,BANANA
2022-01-31,757148,561,M,2,0,B,180,ALIMENTOS,LEITE
2022-01-31,757159,819,M,4,0,B,167,ALIMENTOS,MANGA
2022-01-31,757191,179,F,2,0,B,118,PET,RACAO UMIDA PARA CAES
2022-01-31,757194,148,M,3,4,A,221,ALIMENTOS,BANANA
2022-01-31,757227,279,M,1,2,B,206,ALIMENTOS,CORACAO DE FRANGO
2022-01-31,757254,268,M,4,0,B,54,ALIMENTOS,PRESUNTO COZIDO
2022-01-31,757352,209,F,4,0,B,121,ALIMENTOS,UVA
2022-01-31,757401,589,F,3,2,C,15,ALIMENTOS,BATATA DOCE
2022-01-31,757408,413,M,3,2,B,206,ALIMENTOS,CORACAO DE FRANGO
2022-01-31,757504,635,F,4,0,B,13,ALIMENTOS,BANANA
2022-01-31,757574,984,F,4,3,B,73,HIGIENE,CREME
2022-01-31,757618,347,F,4,0,B,80,HIGIENE,HASTES FLEXIVEIS
2022-01-31,757711,762,F,2,0,B,119,PET,RACAO UMIDA PARA GATOS
2022-01-31,757797,269,F,3,3,B,14,ALIMENTOS,BATATA
2022-01-31,757861,647,M,1,0,C,86,HIGIENE,PRESERVATIVO
2022-01-31,757887,620,M,2,0,B,206,ALIMENTOS,CORACAO DE FRANGO
2022-01-31,757924,592,F,2,0,C,212,LIMPEZA,CERA
2022-01-31,757974,22,M,1,0,B,54,ALIMENTOS,PRESUNTO COZIDO
2022-01-31,758051,425,F,3,0,B,165,ALIMENTOS,MOLHO BARBECUE
2022-01-31,758115,696,M,2,0,B,136,ALIMENTOS,RICOTA
2022-01-31,758155,695,M,2,0,A,4,ALIMENTOS,ABACAXI
2022-01-31,758226,464,M,2,2,B,224,ALIMENTOS,AZEITE
2022-01-31,758243,403,M,3,2,B,221,ALIMENTOS,BANANA
2022-01-31,758323,705,M,1,0,B,16,ALIMENTOS,BIFE DE COXAO MOLE
2022-01-31,758417,714,M,1,0,B,99,LIMPEZA,DESINFETANTE
2022-01-31,758437,822,M,2,3,B,72,HIGIENE,CONDICIONADOR
2022-01-31,758485,151,F,1,0,B,221,ALIMENTOS,BANANA
2022-01-31,758582,397,F,1,0,B,7,ALIMENTOS,ALMONDEGA
2022-01-31,758653,212,F,2,1,B,129,ALIMENTOS,SARDINHA
2022-01-31,758720,661,M,3,0,B,221,ALIMENTOS,BANANA
2022-01-31,758792,981,F,4,1,C,209,ALIMENTOS,COGUMELOS
2022-01-31,758879,882,F,4,1,B,16,ALIMENTOS,BIFE DE COXAO MOLE
2022-01-31,758954,930,F,4,1,B,31,ALIMENTOS,GRANOLA
2022-01-31,759017,668,M,1,0,A,210,ACESSORIOS,CHUPETA
2022-01-31,759096,921,M,2,3,B,42,ALIMENTOS,MACARRAO INSTANTANEO
2022-01-31,759173,420,M,3,0,B,33,ALIMENTOS,IOGURTE
2022-01-31,759206,902,F,2,1,B,23,ALIMENTOS,COGUMELOS
2022-01-31,759282,483,M,1,0,C,14,ALIMENTOS,BATATA
2022-01-31,759345,299,F,3,1,C,61,ALIMENTOS,SARDINHA
2022-01-31,759417,88,F,1,0,B,161,ALIMENTOS,OVOS
2022-01-31,759452,547,F,3,4,C,185,LIMPEZA,INSETICIDA
2022-01-31,759487,708,F,2,2,B,8,ALIMENTOS,ARROZ
2022-01-31,759529,40,M,2,1,B,139,LIMPEZA,REMOVEDOR
2022-01-31,759606,892,F,4,2,B,219,ALIMENTOS,BATATA DOCE
2022-01-31,759638,277,F,1,3,B,209,ALIMENTOS,COGUMELOS
2022-01-31,759684,66,M,3,3,B,98,LIMPEZA,DESENGORDURANTE
2022-01-31,759745,710,F,3,1,C,132,HIGIENE,SABONETE
2022-01-31,759781,755,M,3,4,B,220,ALIMENTOS,BATATA
2022-01-31,759846,859,M,1,0,B,199,ALIMENTOS,DOCE
2022-01-31,759878,791,F,1,0,B,3,ALIMENTOS,ABACATE
2022-01-31,759879,72,F,2,0,A,106,LIMPEZA,ODORIZADOR
2022-01-31,759962,16,M,1,4,C,164,ACESSORIOS,MORDEDOR
2022-01-31,759999,19,F,2,2,C,190,HIGIENE,GEL
2022-01-31,760051,879,M,2,2,C,162,LIMPEZA,ODORIZADOR
2022-01-31,760061,813,F,4,0,C,14,ALIMENTOS,BATATA
2022-01-31,760100,854,F,5,1,C,98,LIMPEZA,DESENGORDURANTE
2022-01-31,760199,870,F,1,0,B,149,ALIMENTOS,QUEIJO MUSSARELA
2022-01-31,760265,566,F,4,0,B,107,#N/D,#N/D
2022-01-31,760338,148,M,3,4,A,105,LIMPEZA,LUSTRA MOVEIS
2022-01-31,760429,496,F,2,0,B,117,PET,RACAO SECA PARA GATOS
2022-01-31,760432,984,F,4,3,B,126,HIGIENE,TALCO
2022-01-31,760449,186,M,2,4,C,105,LIMPEZA,LUSTRA MOVEIS
2022-01-31,760452,37,M,3,0,B,196,HIGIENE,ESCOVA DE DENTE
2022-01-31,760529,982,M,4,3,B,92,HIGIENE,TINTURAS
2022-01-31,760623,833,F,1,4,B,220,ALIMENTOS,BATATA
2022-01-31,760711,727,M,4,2,C,222,LIMPEZA,BALDE
2022-05-02,760743,861,M,3,0,B,111,LIMPEZA,SABAO EM PO
2022-05-02,760769,86,F,4,3,C,97,LIMPEZA,CERA
2022-05-02,760823,889,F,3,4,B,14,ALIMENTOS,BATATA
2022-05-02,760911,971,F,1,2,A,2,ACESSORIOS,MORDEDOR
2022-05-02,761006,372,M,1,4,B,32,ALIMENTOS,HAMBUGUER
2022-05-02,761028,398,F,4,1,B,24,ALIMENTOS,COPA SUINA
2022-05-02,761065,173,F,1,0,B,7,ALIMENTOS,ALMONDEGA
2022-05-02,761137,41,M,3,0,C,36,ALIMENTOS,LATA DE MILHO
2022-05-02,761151,96,F,1,1,C,220,ALIMENTOS,BATATA
2022-05-02,761198,783,F,1,0,B,136,ALIMENTOS,RICOTA
2022-05-02,761212,528,M,2,2,C,57,ALIMENTOS,REQUEIJAO
2022-05-02,761277,889,F,3,4,B,30,ALIMENTOS,FILE DE PEIXE
2022-05-02,761358,653,M,2,0,C,172,LIMPEZA,LUSTRA MOVEIS
2022-05-02,761439,857,F,2,2,B,139,LIMPEZA,REMOVEDOR
2022-05-02,761534,435,F,2,0,C,29,ALIMENTOS,FEIJAO
2022-05-02,761594,406,M,2,4,C,205,ALIMENTOS,COXA E SOBRECOXA DE FRANGO
2022-05-02,761643,565,F,1,2,B,226,ALIMENTOS,ARROZ INTEGRAL
2022-05-02,761690,451,M,3,0,C,178,HIGIENE,LENCO UMEDECIDO
2022-05-02,761774,569,M,1,1,A,1,ACESSORIOS,CHUPETA
2022-05-02,761791,358,F,3,0,C,157,ALIMENTOS,PAPINHA INFANTIL
2022-05-02,761877,449,F,2,3,B,104,LIMPEZA,LIMPADOR PERFUMADO
2022-05-02,761947,737,F,2,1,C,170,ALIMENTOS,MACARRAO INSTANTANEO
2022-05-02,761949,155,F,2,0,B,21,ALIMENTOS,CENOURA
2022-05-02,762035,247,M,1,0,B,91,HIGIENE,TALCO
2022-05-02,762048,208,M,3,0,B,174,LIMPEZA,LIMPADOR PERFUMADO
2022-05-02,762074,133,F,2,0,B,214,ALIMENTOS,CEBOLA
2022-05-02,762076,845,F,3,3,C,91,HIGIENE,TALCO
2022-05-02,762158,411,F,2,0,B,116,PET,RACAO SECA PARA CAES
2022-05-02,762236,400,F,4,1,C,117,PET,RACAO SECA PARA GATOS
2022-05-02,762295,617,F,4,3,C,183,ALIMENTOS,KETCHUP
2022-05-02,762320,993,M,5,1,B,215,ALIMENTOS,CAFE
2022-05-02,762328,307,M,1,0,B,47,ALIMENTOS,MORTADELA
2022-05-02,762425,535,M,4,0,A,132,HIGIENE,SABONETE
2022-05-02,762524,687,M,2,3,C,10,ALIMENTOS,ATUM
2022-05-02,762530,51,F,3,0,B,113,LIMPEZA,TIRA MANCHA
2022-05-02,762549,207,F,3,0,B,84,HIGIENE,PAPEL HIGIENICO
2022-05-02,762570,897,M,2,1,C,126,HIGIENE,TALCO
2022-05-02,762623,363,F,1,0,B,59,ALIMENTOS,SALGADINHO
2022-05-02,762650,52,F,1,0,A,188,ALIMENTOS,HAMBUGUER
2022-05-02,762747,614,F,4,1,B,86,HIGIENE,PRESERVATIVO
2022-05-02,762751,36,F,3,0,C,74,HIGIENE,ENXAGUANTE BUCAL
2022-05-02,762808,159,M,1,0,C,224,ALIMENTOS,AZEITE
2022-05-02,762824,729,M,3,0,B,180,ALIMENTOS,LEITE
2022-05-02,762841,700,F,4,2,C,204,HIGIENE,CREME
2022-05-02,762869,105,F,4,0,C,41,ALIMENTOS,MACARRAO
2022-05-02,762885,806,F,2,3,B,54,ALIMENTOS,PRESUNTO COZIDO
2022-05-02,762955,901,F,4,1,B,203,ALIMENTOS,DANETTE
2022-05-02,763031,262,M,1,2,B,77,HIGIENE,FIXADOR
2022-05-02,763034,216,F,1,2,B,22,ALIMENTOS,CHA
2022-05-02,763043,968,F,1,0,B,95,LIMPEZA,AMACIANTE
2022-05-02,763097,880,M,3,2,B,65,BEBIDAS,ENERGETICO
2022-05-02,763162,821,F,2,3,B,9,ALIMENTOS,ARROZ INTEGRAL
2022-05-02,763240,65,M,4,0,B,92,HIGIENE,TINTURAS
2022-05-02,763317,722,F,4,0,B,3,ALIMENTOS,ABACATE
2022-05-02,763396,384,F,3,2,C,65,BEBIDAS,ENERGETICO
2022-05-02,763448,177,F,3,2,C,130,ALIMENTOS,SALGADINHOS DE MILHO
2022-05-02,763491,511,F,1,0,B,173,ALIMENTOS,LINGUICA
2022-05-02,763547,793,M,1,3,B,205,ALIMENTOS,COXA E SOBRECOXA DE FRANGO
2022-05-02,763568,364,F,4,2,C,165,ALIMENTOS,MOLHO BARBECUE
2022-05-02,763579,451,M,3,0,C,33,ALIMENTOS,IOGURTE
2022-05-02,763643,236,M,2,2,C,92,HIGIENE,TINTURAS
2022-05-02,763650,55,F,3,0,B,49,ALIMENTOS,PALMITO
2022-05-02,763664,579,F,3,0,B,59,ALIMENTOS,SALGADINHO
2022-05-02,763695,63,F,3,0,B,180,ALIMENTOS,LEITE
2022-05-02,763771,993,M,5,1,B,165,ALIMENTOS,MOLHO BARBECUE
2022-05-02,763772,192,F,4,0,B,223,ALIMENTOS,AZEITONA
2022-05-02,763828,773,M,4,0,B,221,ALIMENTOS,BANANA
2022-11-02,763844,170,F,4,2,B,92,HIGIENE,TINTURAS
2022-11-02,763879,445,M,2,0,B,46,ALIMENTOS,MOLHO BARBECUE
2022-11-02,763970,244,M,4,0,B,207,ALIMENTOS,COPA SUINA
2022-11-02,764052,465,F,3,0,B,204,HIGIENE,CREME
2022-11-02,764104,574,F,2,2,B,137,ALIMENTOS,REQUEIJAO
2022-11-02,764124,56,F,2,3,B,47,ALIMENTOS,MORTADELA
2022-11-02,764191,599,F,1,4,C,205,ALIMENTOS,COXA E SOBRECOXA DE FRANGO
2022-11-02,764228,934,F,2,2,B,2,ACESSORIOS,MORDEDOR
2022-11-02,764302,930,F,4,1,B,55,ALIMENTOS,QUEIJO DE CABRA
2022-11-02,764373,963,M,3,0,B,103,LIMPEZA,LIMPADOR MULTIUSO
2022-11-02,764444,941,M,2,3,B,189,ALIMENTOS,GRANOLA
2022-11-02,764494,762,F,2,0,B,80,HIGIENE,HASTES FLEXIVEIS
2022-11-02,764506,193,F,4,0,B,118,PET,RACAO UMIDA PARA CAES
2022-11-02,764605,712,F,2,3,B,141,BEBIDAS,REFRIGERANTE LIMaO
